Term    ScopeNote   Use for Use Broader Narrower    Related Reference   Class   Code
"INSTALLATION"	"Actvities involved in placing equipment in position and connecting and adjusting it for use.

See IMPLEMENTATION for checking that the system meets required standards."#9""	""#9"EQUIPMENT & STORES|PROPERTY MANAGEMENT|TECHNOLOGY & TELECOMMUNICATIONS"#9"Air Conditioning|Electricity|Heating|Internet|Intranet|LAN|Lighting|Networks|Plumbing|Software|Soundproofing (premises)|Ventilation|Voice Mail|WAN"#9""	"RMO Keyword AAA"	"activity descriptor"	""
"Instructions"	""	""#9"Guidelines|PROCEDURES"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"INSURANCE"	"The process of taking out premiums to cover loss or damage to property or premises, and to cover customers and staff against injury or death resulting from incidents on the organisation's premises or whilst engaged during employment.

Tip: FINANCIAL MANAGEMENT - REPORTING may be used for reporting to Treasury regarding yearly premium renewals for insurance policies."#9"Indemnities|Policies (insurance)"	""#9"COMPENSATION|FLEET MANAGEMENT|INDUSTRIAL RELATIONS|PERSONNEL|PROPERTY MANAGEMENT"#9"Property|Vehicles|Warranties"#9"CLAIMS"	"RMO Keyword AAA"	"activity descriptor"	""
"INTELLECTUAL PROPERTY"	"The activities involved in managing the agency's intellectual property, both published and unpublished. Includes copyright, patents and trademarks, royalties and matters of confidentiality such as trade secrets which are not available to the public under Freedom of Information (FOI) legislation.

See INFRINGEMENTS for infringements of intellectual property."#9""	""#9"INFORMATION MANAGEMENT|LEGAL SERVICES|PUBLICATION|TECHNOLOGY & TELECOMMUNICATIONS"#9"Copyright|Declarations|Library Materials|Patents|Records|Royalties (payments)|Software|Trademarks"#9"CLAIMS|INFRINGEMENTS"	"RMO Keyword AAA"	"activity descriptor"	""
"Interchange Programs"	"Programs set up to encourage interchange of staff in order to promote an infusion of new and innovative ideas in the agency, to improve communication between organisations and to provide career development and motivation for staff."#9"Work Exchanges"	""#9"TRAINING"#9""#9"Higher Duties"	"RMO Keyword AAA"	"subject descriptor"	""
"Interdepartmental"	"Matters between two or more departments within the Public Service."#9""	""#9"JOINT VENTURES"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Inter-Library Loans (ILL)"	""#9"ILL"	""#9"ACQUISITION|DISTRIBUTION"#9""#9"Library Materials"	"RMO Keyword AAA"	"subject descriptor"	""
"Intermediate (records)"	""	""#9"Semi-Active Records"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"International Fellowships/Scholarships"	""	""#9"Scholarships"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Internet"	"A world-wide loose affiliation of interconnected computer systems through which subscribers can navigate to obtain services and share information at various layers of detail with organisations and individuals around the world.

Tip: PUBLICATION - PRODUCTION may be used for converting publications to HTML for loading onto the Internet."#9""	""#9"ACQUISITION|DATABASE MANAGEMENT|DISPOSAL|IMPLEMENTATION|INSTALLATION|MAINTENANCE|PRODUCTION|SECURITY|STANDARDS"#9""#9"Intranet|Listservs|Web Sites"	"RMO Keyword AAA"	"subject descriptor"	""
"Interpreters"	""#9"Translators"	""#9"CUSTOMER SERVICE|EMPLOYMENT CONDITIONS"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Interview Committees (selection)"	""	""#9"Selection Panel"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Interviews"	"Includes job interviews and radio and television interviews."#9"Media Interviews (public relations)|Newspaper Interviews|Press Briefings|Press Conferences|Radio Interviews (community relations)"	""#9"MEDIA RELATIONS|RECRUITMENT"#9""#9"Oral History"	"RMO Keyword AAA"	"subject descriptor"	""
"Intranet"	"A private network that uses internet protocols and applications.

Tip: PUBLICATION - PRODUCTION may be used for converting publications to HTML for loading onto the Intranet."#9""	""#9"ACQUISITION|DATABASE MANAGEMENT|DISPOSAL|INSTALLATION|MAINTENANCE|PRODUCTION|STANDARDS"#9""#9"Internet|Listservs|Web Sites"	"RMO Keyword AAA"	"subject descriptor"	""
"INVENTORY"	"The activities associated with listing and preparing lists of items and assets in the possession of the organisation.

See STOCKTAKE for listing items in order to replace them.

See AUDIT for the formal process of checking and validating against records.

See FINANCIAL MANAGEMENT - ASSET REGISTER for keeping an inventory of assets."#9"Check Lists|Contents Lists (stock)|Records Inventory"	""#9"EQUIPMENT & STORES|FINANCIAL MANAGEMENT|INFORMATION MANAGEMENT"#9"Archives|Library Materials|Plant Cards|Records"#9"STOCKTAKE"	"RMO Keyword AAA"	"activity descriptor"	""
"Investigations"	""	""#9"INQUIRIES|INSPECTIONS"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Investments"	""#9""	""#9"BUDGETING|PLANNING|REPORTING"#9""#9"Capital Works|Financial Assistance|Securities"	"RMO Keyword AAA"	"subject descriptor"	""
"Invitations"	""#9""	""#9"CELEBRATIONS|CEREMONIES|CONFERENCES|EXHIBITIONS|FUNCTIONS (social)|VISITS"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Invoices"	""#9""	""#9"ACCOUNTING|PAYMENTS"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Itineraries"	""#9""	""#9"ARRANGEMENTS"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Job Assist Scheme"	"A policy on managing excess employees and ensuring that employees are well prepared for employment changes resulting from restructuring. "#9""	""#9"EMPLOYMENT CONDITIONS|SEPARATIONS"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Job Design"	""#9""	""#9"PLANNING|RESTRUCTURING|VARIATIONS"#9""#9"Classification|Job Evaluation|Position Descriptions"	"RMO Keyword AAA"	"subject descriptor"	""
"Job Evaluation"	"When positions within the organisation are evaluated to maximise the effective, efficient, and economical management of the functions and activities of the organisation.

"#9""	""#9"EVALUATION|REPORTING"#9""#9"Classification|Job Design|Position Descriptions"	"RMO Keyword AAA"	"subject descriptor"	""
"Job Vacancies"	""	""#9"VACANCIES"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"JOINT VENTURES"	"The activities involved in managing joint operations between departments, either within the organisation or with other organisations, or with the government, where there is a contract, joint contribution of funds and/or time.  Also includes private sector ventures with public sector organisations, and co-research or collaboration between inter-departmental units, departments or organisations.

See ADVICE for formal advisings.

See LIAISON for other collaboration between organisations that are not considered joint ventures."#9"Collaborations|Cooperation"	""#9"COMMUNITY RELATIONS|GOVERNMENT RELATIONS|PUBLICATION"#9"Contracts|Co-research|Interdepartmental|Service Agreements"#9"ADVICE|AGREEMENTS|LIAISON"	"RMO Keyword AAA"	"activity descriptor"	""
"Journal Logs"	"Record and report occurrences and data/time transactions on the database eg. additions, deletions, modifications. Can be used to recover data when systems fail."#9""	""#9"DATABASE MANAGEMENT"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"LAN"	"An acronym for Local Area Network. Permitted acronym."#9"Local Area Network (LAN)"	""#9"ACQUISITION|DISPOSAL|EVALUATION|INSTALLATION|MAINTENANCE|OPERATIONS|PLANNING|REVIEWING|SECURITY|STANDARDS"#9""#9"Networks|WAN"	"RMO Keyword AAA"	"subject descriptor"	""
"Land Management"	""	""#9"PROPERTY MANAGEMENT"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Land Titles"	""#9"Deeds (titles)|Titles (land)"	""#9"ACQUISITION|DISPOSAL|LEASING|LEASING-OUT"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Landscape Architecture/Gardening"	""	""#9"Landscaping"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Landscaping"	""#9"Landscape Architecture/Gardening"	""#9"MAINTENANCE"#9""#9"Grounds"	"RMO Keyword AAA"	"subject descriptor"	""
"Lawns (grounds)"	""	""#9"Grounds"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Laws"	""	""#9"COMPLIANCE|LEGISLATION"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Lawsuits"	""	""#9"LITIGATION"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Layout"	""#9""	""#9"CORPORATE STYLE|PRODUCTION"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Leaflets"	""	""#9"Brochures"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Leaks (information)"	""	""#9"Disclosures"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Lease Agreements"	""	""#9"Leases"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Leased Premises"	""	""#9"Leases|LEASING|LEASING-OUT"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Leases"	"A contract by which an owner grants the use of buildings, land, equipment or items to another person for a named period, usually for payment.

See Contracts or Service Agreements for other types of signed formal agreements."#9"Crown Tenancies|Hiring (of items)|Lease Agreements|Leased Premises|Rental (of items)|Tenancies"	""#9"LEASING|LEASING-OUT"#9""#9"Rental Payments"	"RMO Keyword AAA"	"subject descriptor"	""
"LEASING"	"The activities involved in leasing items, equipment, accommodation, premises or real estate from another organisation.

See CONTRACTING-OUT for the leasing of services or personnel to the organisation.

See LEASING-OUT where the organisation is leasing out to another organisation."#9"Leased Premises"	""#9"EQUIPMENT & STORES|FLEET MANAGEMENT|PROPERTY MANAGEMENT|TECHNOLOGY & TELECOMMUNICATIONS"#9"Defaults|Fees|Land Titles|Leases|Licences|Permits|Real Estate|Rental Payments|Tenancy Agreement|Vehicles"#9"ACQUISITION|LEASING-OUT"	"RMO Keyword AAA"	"activity descriptor"	""
"LEASING-OUT"	"The activities involved in leasing-out items, equipment, accomodation, premises or real estate to another organisation or person for a specified period and agreed price. Includes the formal documentation setting out conditions, rights, responsibilities etc. of both parties. Also includes subleasing.

See LEASING for leasing from another organisation.

Tip: Classify the contracting of services or personnel to another organisation with terms from the organisation's functional thesaurus."#9"Leased Premises"	""#9"EQUIPMENT & STORES|PROPERTY MANAGEMENT|TECHNOLOGY & TELECOMMUNICATIONS"#9"Defaults|Fees|Land Titles|Leases|Licences|Permits|Real Estate|Rental Payments|Subleasing|Tenancy Agreement|Vehicles"#9"LEASING"	"RMO Keyword AAA"	"activity descriptor"	""
"LEAVE"	"The process of administering leave for which staff are eligible. Includes unauthorised leave taken by staff. Add the type of leave as free text if required."#9"Vacations (leave)"	""#9"PERSONNEL"#9"Accrual|Entitlements|Examinations|First Aid|Funerals|Holidays|Liability|Redundancy|Rosters"#9"POLICY"	"RMO Keyword AAA"	"activity descriptor"	""
"Leave Loadings"	""	""#9"Loadings (salaries)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Ledgers"	""#9""	""#9"ACCOUNTING|TREASURY MANAGEMENT"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Legal Action/Proceedings"	""	""#9"LITIGATION"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Legal Disputes"	""	""#9"LITIGATION"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Legal Matters"	""	""#9"ADVICE|CLAIMS|COMPLIANCE|LEGISLATION|LITIGATION|PRIVACY"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Legal Representation"	""#9""	""#9"APPEALS (decisions)|CLAIMS|LITIGATION|REPRESENTATIVES"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Legal Requirements"	""#9""	""#9"COMPLIANCE|LEGISLATION|LITIGATION"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"LEGAL SERVICES"	"The function of providing legal services to the organisation. Includes the interpretation and provision of advice to the organisation regarding legal matters, the drawing up of legal agreements and the handling of legal action and disputes. Also includes legal advice received from in-house consultants and external sources including the Crown Solicitor's Office.

See STRATEGIC MANAGEMENT - LEGISLATION for the formulation and amendment of legislation which provides the legislative basis for the organisation.

See GOVERNMENT RELATIONS - ADVICE for advice given on legislation formulated by other government bodies.

See GOVERNMENT RELATIONS - INQUIRIES for summons to produce documents or people to give evidence in court.

Tip: The relevant keyword and COMPLIANCE may be used for compliance with legislation that has an impact on the operations of a particular area, eg. OCCUPATIONAL HEALTH & SAFETY (OH&S) - COMPLIANCE - Name of Legislation.

Tip: This term is only meant to apply to the general legal needs of the organisation. It will need to be developed further within the organisation's functional thesaurus, by organisations with specific legal responsibilities, such as the Crown Solicitor's Office."#9""	""	""#9"ADVICE|AGREEMENTS|CLAIMS|COMMITTEES|COMPLIANCE|CONTRACTING-OUT|INFRINGEMENTS|INQUIRIES|INTELLECTUAL PROPERTY|LITIGATION|MEETINGS|PLANNING|POLICY|PROCEDURES|REPORTING|RESEARCH|REVIEWING|SUBMISSIONS"#9"GOVERNMENT RELATIONS|STRATEGIC MANAGEMENT"	"RMO Keyword AAA"	"KEYWORD"	""
"Legations"	""	""#9"REPRESENTATIVES"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"LEGISLATION"	"The process of making laws. Includes Local, State, Commonwealth and overseas Acts, Bills and subsections of Acts, and amendments to each.

See COMPLIANCE for compliance with legislation that may have an impact on the operation of a particular area, eg. OCCUPATIONAL HEALTH & SAFETY (OH&S) - COMPLIANCE - Name of Legislation and year.

See ADVICE for advice given on legislation."#9"Acts of Parliament|Laws|Legal Matters|Statute Law/Statutes"	""#9"STRATEGIC MANAGEMENT"#9"ACT|Acts (parliamentary)|Amendments|By-laws|Commonwealth|Impact Statement|Legal Requirements|NSW|NT|Proclamations|QLD|Regulations|SA|Schedules|Statutory Rules|TAS|VIC|WA"#9"INQUIRIES"	"RMO Keyword AAA"	"activity descriptor"	""
"Lending (borrowing)"	""	""#9"Loans"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Letterhead"	""#9""	""#9"CORPORATE STYLE|PRODUCTION"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Letters of Introduction"	""#9""	""#9"VISITS"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Liability"	""#9""	""#9"LEAVE|RISK MANAGEMENT"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"LIAISON"	"The activities associated with maintaining regular general contact between the organisation and professional associations, professionals in related fields, other private sector organisations and community groups. Includes sharing informal advice and discussions, membership of professional associations and collaborating on projects that are not joint ventures.

See relevant keyword or GOVERNMENT RELATIONS for relationships with Government agencies.

See ADVICE for formal advisings.

See JOINT VENTURES for collaboration between organisations that involves contracts, joint contributions of time and/or funding.

See COMMITTEES or MEETINGS for liaison through committees or meetings.

Tip: If LIAISON is not an adequate term to describe the organisation's professional relationships, classify with terms from the organisation's functional thesaurus."#9"Collaborations|Cooperation"	""#9"COMMUNITY RELATIONS"#9"Membership|Proposals"#9"ADVICE|COMMITTEES|JOINT VENTURES|MEETINGS"	"RMO Keyword AAA"	"activity descriptor"	""
"Liaison Officer (representatives)"	""	""#9"REPRESENTATIVES"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Library Management"	""	""#9"INFORMATION MANAGEMENT"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Library Materials"	""#9""	""#9"ACQUISITION|COMMITTEES|COMPLIANCE|CONSERVATION|CONTRACTING-OUT|CONTROL|CUSTOMER SERVICE|DISPOSAL|DISTRIBUTION|DONATIONS|ENQUIRIES|EVALUATION|IMPLEMENTATION|INTELLECTUAL PROPERTY|INVENTORY|MEETINGS|PLANNING|POLICY|PRIVACY|PROCEDURES|REPORTING|REVIEWING|RISK MANAGEMENT|SECURITY|STANDARDS|SUGGESTIONS"#9""#9"Archives|Classification|Finding Aids|Freedom of Information (FOI)|Inter-Library Loans (ILL)|Records|Storage (areas)"	"RMO Keyword AAA"	"subject descriptor"	""
"Licences"	""#9""	""#9"APPLICATION DEVELOPMENT|LEASING|LEASING-OUT|SECURITY"#9""#9"Software"	"RMO Keyword AAA"	"subject descriptor"	""
"Lighting"	""#9""	""#9"INSTALLATION|MAINTENANCE"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Listservs"	"Automatic mailing list server of the Bitnet, to which the organisation subscribes, and accesses through Electronic Mail (E-Mail)."#9""	""#9"ACQUISITION|MAINTENANCE|OPERATIONS"#9""#9"Internet|Intranet|Management Information Systems (MIS)|Web Sites"	"RMO Keyword AAA"	"subject descriptor"	""
"Literary Contributions"	"Published contributions to professional literature in the field."#9""	""#9"DRAFTING|PRODUCTION|RESEARCH"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"LITIGATION"	"The activities involved in managing lawsuits or legal proceedings between the agency and other parties.

See CLAIMS for claims that do not result in litigation.

See DISPUTES for disputes that do not result in litigation."#9"Arraignments|Cases (legal)|Charges (legal)|Court cases|Disputes (legal)|Hearings (legal)|Lawsuits|Legal Action/Proceedings|Legal Disputes|Legal Matters|Prosecutions|Suits/Summonses (legal)"	""#9"LEGAL SERVICES"#9"Administrative Appeals Tribunal|Arbitration|Discovery Orders|Legal Representation|Legal Requirements|Subpoenas"#9"CLAIMS|DISPUTES"	"RMO Keyword AAA"	"activity descriptor"	""
"Loading Docks"	""#9""	""#9"MAINTENANCE|SECURITY"#9""#9"Pest Control"	"RMO Keyword AAA"	"subject descriptor"	""
"Loadings (salaries)"	""#9"Leave Loadings"	""#9"SALARIES"#9""#9"Payroll"	"RMO Keyword AAA"	"subject descriptor"	""
"Loans"	""#9"Borrowing (lending)|Lending (borrowing)"	""#9"ACQUISITION|ADVICE|BUDGETING|PLANNING"#9""#9"Financial Assistance"	"RMO Keyword AAA"	"subject descriptor"	""
"Lobbies (reception areas)"	""	""#9"Facilities"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Local Area Network (LAN)"	""	""#9"LAN"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Log Books"	""#9""	""#9"PROCEDURES|REPORTING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Logos"	""#9""	""#9"CORPORATE STYLE|PRODUCTION"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Mail Management"	"Procedures and/or guidelines involved in mail management."#9""	""#9"CONTROL"#9""#9"Electronic Mail (E-Mail)|Mail Services"	"RMO Keyword AAA"	"subject descriptor"	""
"Mail Services"	"Includes the private sector, State Mail and Australia Post Services. "#9"Australia Post Services|Post (mail)|Postage|Postal Deliveries/Services"	""#9"CONTRACTING-OUT|CONTROL|PROCEDURES|TENDERING"#9""#9"Mail Management"	"RMO Keyword AAA"	"subject descriptor"	""
"Mailing Lists"	""#9""	""#9"DISTRIBUTION"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Mains (water)"	""	""#9"Plumbing"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"MAINTENANCE"	"The activities associated with the upkeep, repair, servicing and preservation of internal/external conditions of premises, equipment, vehicles etc."#9"Contract Cleaning"	""#9"EQUIPMENT & STORES|FLEET MANAGEMENT|PROPERTY MANAGEMENT|TECHNOLOGY & TELECOMMUNICATIONS"#9"Air Conditioning|Amenities|Break-ins|Capital Works|Cleaning|Electricity|Facilities|Fire Escapes|Garages|Grounds|Hardware (computers)|Heating|Humidity Control|Internet|Intranet|LAN|Landscaping|Lighting|Listservs|Loading Docks|Networks|Pest Control|Plumbing|Repair|Servicing|Software|Soundproofing (premises)|Storage (areas)|Vandalism|Vehicles|Ventilation|WAN|Warranties|Waste Removal|Water Supply"#9""	"RMO Keyword AAA"	"activity descriptor"	""
"Management Information Systems (MIS)"	"Managing information systems designed to support managerial decision making , e.g. statistical databases used for planning. This information can be used in a variety of ways which will support organisational adminstrative functions. "#9"MIS"	""#9"DATA ADMINISTRATION|DATABASE MANAGEMENT|PLANNING"#9""#9"Access|Listservs"	"RMO Keyword AAA"	"subject descriptor"	""
"Manuals"	""#9""	""#9"ACQUISITION|APPLICATION DEVELOPMENT|DATA ADMINISTRATION|DISPOSAL|DISTRIBUTION|DONATIONS"#9""#9"Guidelines"	"RMO Keyword AAA"	"subject descriptor"	""
"MARKETING"	"The process of analysing, creating and selling products and services. Includes market research, sales forecasting, advertising, media releases, promotion, pricing and product evaluation.

Tip: PERSONNEL - MARKETING should only be used for recruitment campaigns."#9"Public Image"	""#9"COMMUNITY RELATIONS|PERSONNEL|PUBLICATION"#9"Advertising|Campaigns|Customer Profiles|Media Releases|Presentation Packages|Sponsorship|Surveys"#9"MEDIA RELATIONS"	"RMO Keyword AAA"	"activity descriptor"	""
"Master Copies"	""#9""	""#9"AGREEMENTS|POLICY|PRODUCTION"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Master Keys"	""	""#9"SECURITY"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Material Safety Data Sheets (MSDS)"	"Gives a summary of what a chemical is, and the effects of long and short term exposure. Usually obtained from Workcover or from the manufacturers of products."#9"MSDS"	""#9"HEALTH PROMOTION|RISK MANAGEMENT"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"MBO"	"An abbreviation for Management by Objectives. "	""#9"Objectives"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Media Comments"	"Comments made by the media relating to the organisation or its environment. See Newscuttings for general articles on the organisation."#9"Press Comments"	""#9"MEDIA RELATIONS"#9""#9"Media Releases|Newscuttings"	"RMO Keyword AAA"	"subject descriptor"	""
"Media Interviews (public relations)"	""	""#9"Interviews"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"MEDIA RELATIONS"	"The activities associated with establishing a relationship between the media and the organisation. Includes cultivating media contacts, coordinating access to the media, authorising and issuing press releases and briefings, and organising media interviews."#9"Press Briefings"	""#9"COMMUNITY RELATIONS"#9"Interviews|Media Comments|Media Releases|Newscuttings|Protocol|Public Comment"#9"MARKETING"	"RMO Keyword AAA"	"activity descriptor"	""
"Media Releases"	""#9"Newspaper Articles/Clippings|Press Releases"	""#9"MARKETING|MEDIA RELATIONS"#9""#9"Media Comments"	"RMO Keyword AAA"	"subject descriptor"	""
"MEETINGS"	"The activities associated with gatherings held to formulate, discuss, update, or resolve issues and matters pertaining to the management of the section, department, or organisation as a whole. Includes arrangements, agenda, taking of minutes etc.

See COMMITTEES for the meetings of committees and task forces.

See CONFERENCES for meetings at conferences."#9"Briefings (staff)|Forums"	""#9"COMMUNITY RELATIONS|ESTABLISHMENT|FINANCIAL MANAGEMENT|FLEET MANAGEMENT|GOVERNMENT RELATIONS|INDUSTRIAL RELATIONS|INFORMATION MANAGEMENT|LEGAL SERVICES|OCCUPATIONAL HEALTH & SAFETY (OH&S)|PROPERTY MANAGEMENT|STAFF DEVELOPMENT|STRATEGIC MANAGEMENT|TECHNOLOGY & TELECOMMUNICATIONS"#9"Access and Equity|Agenda|Annual Report|Archives|Attendance|Briefing Papers|Discussion Papers|Equal Employment Opportunity (EEO)|Ethnic Affairs|Library Materials|Minutes|Protocol|Records|Schedules|Unions|Volunteers|Worker Participation"#9"COMMITTEES|INQUIRIES|LIAISON"	"RMO Keyword AAA"	"activity descriptor"	""
"Membership"	"Includes subscribing, joining, resigning etc. as a member of an organisation. "#9""	""#9"LIAISON"#9""#9"Subscriptions"	"RMO Keyword AAA"	"subject descriptor"	""
"Messenger Services"	""	""#9"Courier Services"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Metadata Management"	"The management of metadata, which is data that describes data. Metadata is stored in a data dictionary or a repository.  It describes the characteristics and relationships between entities, items and structures (such as reports, screens and programs)."#9""	""#9"APPLICATION DEVELOPMENT|CONTROL|DATA ADMINISTRATION"#9""#9"Data Dictionaries"	"RMO Keyword AAA"	"subject descriptor"	""
"Ministerial Briefings"	"Papers used by ministers during question time in Parliament. Includes researched responses prepared by a department to contentious issues rasied by the media, known as House Notes or House File Notes."#9"House File Notes|House Notes"	""#9"REPORTING"#9""#9"Questions With Notice|Questions Without Notice"	"RMO Keyword AAA"	"subject descriptor"	""
"Ministerial Certificates"	"A certificate, signed by the Minister responsible for the Freedom of Information (FOI) legislation or archival/records legislation, that states that a specific document is a restricted document."#9""	""#9"ADVICE|CASES|ENQUIRIES|PRIVACY"#9""#9"Freedom of Information (FOI)"	"RMO Keyword AAA"	"subject descriptor"	""
"Ministerials"	"Dealing with a priority situation coming from a Minister's office that usually requires immediate action.

See PERSONNEL - EMPLOYMENT CONDITIONS for Ministerial employees."#9""	""#9"REPRESENTATIONS"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Minister's Addresses/Speeches"	""	""#9"ADDRESSES (presentations)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Minutes"	""#9""	""#9"COMMITTEES|MEETINGS"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"MIS"	"An acronym for  Management Information Systems."	""#9"Management Information Systems (MIS)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Misappropriations"	""#9""	""#9"ACCOUNTING|AUDIT|REPORTING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Misconduct/Misdemeanours (personnel)"	""	""#9"Offences"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Mission Statement"	"A broad statement of organisational purpose and direction which defines the business of the organisation. "#9""	""#9"PLANNING|REVIEWING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"MODELLING"	"The processes involved in designing, testing and evaluating sample model profiles of systems under analysis.

See EVALUATION for the evaluation of programs, items of equipment, systems or services that do not involve modelling."#9""	""#9"TECHNOLOGY & TELECOMMUNICATIONS"#9"Monitoring"#9"EVALUATION"	"RMO Keyword AAA"	"activity descriptor"	""
"Monetary Aggreements"	""	""#9"Bonds (agreements)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Monitoring"	""#9""	""#9"EVALUATION|IMPLEMENTATION|MODELLING|STANDARDS"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Monthly Staff Census (establishment)"	""	""#9"Returns"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"MOVING"	"The process of relocation of a business unit or premises.

See Transfers for the removal of officers or records."#9"Office Relocations|Relocations|Removals|Transferrals (office or premises)"	""#9"PROPERTY MANAGEMENT"#9""#9"ARRANGEMENTS|FIT-OUTS"	"RMO Keyword AAA"	"activity descriptor"	""
"MSDS"	""	""#9"Material Safety Data Sheets (MSDS)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Multi-Cultural Affairs"	""	""#9"Ethnic Affairs"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Naming (of Premises)"	""	""#9"Openings"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"National Heritage"	""	""#9"Environmental Heritage"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Naturalisation"	""	""#9"Citizenship"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Negotiations"	""#9""	""#9"DISPUTES|ENTERPRISE BARGAINING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Networks"	""#9""	""#9"DATABASE MANAGEMENT|INSTALLATION|MAINTENANCE|OPERATIONS"#9""#9"LAN|WAN"	"RMO Keyword AAA"	"subject descriptor"	""
"New South Wales (NSW)"	""	""#9"NSW"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Newscuttings"	"Tip: INFORMATION MANAGEMENT - ACQUISITION - Newscuttings may be used for newscuttings obtained through a newscuttings service."#9"Clippings (news)|Newspaper Articles/Clippings|Press Clippings"	""#9"ACQUISITION|DISPOSAL|MEDIA RELATIONS"#9""#9"Media Comments"	"RMO Keyword AAA"	"subject descriptor"	""
"Newsletters"	""#9"Bulletins"	""#9"ACQUISITION|CORPORATE STYLE|DISPOSAL|DISTRIBUTION|DRAFTING|PRODUCTION|RESEARCH|REVIEWING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
